"sales_detail_id","transaction_id","product_id","quantity","price"
198,167,46,2,"2.5"
199,168,58,1,"3.5"
200,169,52,2,"2.5"
201,170,87,1,"3"
202,171,33,1,"3.5"
203,172,58,2,"3.5"
204,173,59,1,"4.5"
205,174,53,2,"3"
206,175,51,2,"3"
207,176,59,2,"4.5"
208,177,29,1,"2.5"
209,178,57,2,"3.1"
210,179,25,1,"2.2"
211,180,39,1,"4.25"
212,180,84,2,"0.8"
213,181,41,1,"4.25"
214,181,84,1,"0.8"
215,182,55,2,"4"
216,183,30,2,"3"
217,184,32,1,"3"
218,185,87,1,"3"
219,186,53,2,"3"
220,187,45,1,"3"
221,188,27,1,"3.5"
222,189,25,2,"2.2"
223,190,45,2,"3"
224,191,58,1,"3.5"
225,191,74,1,"3.5"
226,192,25,1,"2.2"
227,193,44,2,"2.5"
228,194,39,1,"4.25"
229,194,65,1,"0.8"
230,195,26,1,"3"
231,196,87,2,"3"
232,197,47,1,"3"
233,198,49,2,"3"
234,199,49,1,"3"
235,200,60,2,"3.75"
236,201,29,2,"2.5"
237,202,28,1,"2"
238,203,43,2,"3"
239,204,26,1,"3"
240,205,37,2,"3"
241,205,63,2,"0.8"
242,206,57,2,"3.1"
243,207,34,2,"2.45"
244,207,70,1,"3.25"
245,208,61,1,"4.75"
246,208,77,1,"3"
247,209,29,2,"2.5"
248,210,58,1,"3.5"
249,211,46,2,"2.5"
250,212,57,1,"3.1"
251,213,39,2,"4.25"
252,213,64,1,"0.8"
253,214,33,1,"3.5"
254,215,58,1,"3.5"
255,216,47,1,"3"
256,217,22,1,"2"
257,218,34,1,"2.45"
258,219,52,2,"2.5"
259,220,72,1,"2.65"
260,220,87,1,"2.1"
261,221,59,1,"4.5"
262,222,72,1,"2.65"
263,222,87,1,"2.1"
264,223,38,2,"3.75"
265,223,64,2,"0.8"
266,224,37,2,"3"
267,224,64,2,"0.8"
268,225,32,1,"3"
269,226,72,1,"2.65"
270,226,73,1,"3.75"
271,226,87,1,"2.1"
272,227,37,1,"3"
273,227,65,2,"0.8"
274,228,29,1,"2.5"
275,229,29,2,"2.5"
276,230,72,1,"2.65"
277,230,87,1,"2.1"
278,231,72,1,"2.65"
279,231,87,1,"2.1"
280,232,58,2,"3.5"
281,233,54,1,"2.5"
282,234,49,1,"3"
283,235,27,1,"3.5"
284,236,61,1,"4.75"
285,236,72,1,"3.25"
286,237,24,2,"3"
287,238,53,2,"3"
288,239,54,1,"2.5"
289,240,34,1,"2.45"
290,241,58,1,"3.5"
291,242,59,2,"4.5"
292,243,39,1,"4.25"
293,243,63,2,"0.8"
294,244,25,2,"2.2"
295,245,24,2,"3"
296,246,30,2,"3"
297,247,46,2,"2.5"
298,248,23,1,"2.5"
299,249,60,2,"3.75"
300,250,28,1,"2"
301,251,72,1,"2.65"
302,251,87,1,"2.1"
303,252,45,2,"3"
304,253,23,2,"2.5"
305,254,59,1,"4.5"
306,255,40,2,"3.75"
307,255,84,2,"0.8"
308,256,25,2,"2.2"
309,257,26,2,"3"
310,258,54,1,"2.5"
311,259,39,1,"4.25"
312,259,64,2,"0.8"
313,260,32,1,"3"
314,261,58,1,"3.5"
315,262,57,2,"3.1"
316,263,25,2,"2.2"
317,264,54,2,"2.5"
318,265,52,2,"2.5"
319,266,72,1,"2.65"
320,266,87,1,"2.1"
321,267,56,2,"2.55"
322,268,43,1,"3"
323,269,29,2,"2.5"
324,270,38,2,"3.75"
325,270,64,2,"0.8"
326,270,71,1,"3.75"
327,271,22,1,"2"
328,272,55,2,"4"
329,272,77,1,"3"
330,273,30,2,"3"
331,274,57,1,"3.1"
332,275,30,1,"3"
333,275,79,1,"3.75"
334,276,24,2,"3"
335,277,49,2,"3"
336,278,38,2,"3.75"
337,278,84,1,"0.8"
338,279,32,2,"3"
339,280,58,1,"3.5"
340,281,40,1,"3.75"
341,281,64,2,"0.8"
342,282,27,1,"3.5"
343,283,48,1,"2.5"
344,284,25,2,"2.2"
345,284,79,1,"3.75"
346,285,22,2,"2"
347,286,61,1,"4.75"
348,287,55,1,"4"
349,288,55,2,"4"
350,289,53,1,"3"
351,290,87,2,"3"
352,291,60,2,"3.75"
353,292,36,1,"3.75"
354,293,28,1,"2"
355,294,43,2,"3"
356,295,58,2,"3.5"
357,296,41,1,"4.25"
358,296,63,1,"0.8"
359,297,52,2,"2.5"
360,298,30,1,"3"
361,299,57,1,"3.1"
362,300,29,2,"2.5"
363,301,52,1,"2.5"
364,302,60,1,"3.75"
365,303,25,1,"2.2"
366,304,48,1,"2.5"
367,305,22,1,"2"
368,306,22,1,"2"
369,307,30,2,"3"
370,308,25,2,"2.2"
371,309,54,1,"2.5"
372,310,39,1,"4.25"
373,310,65,2,"0.8"
374,311,30,2,"3"
375,312,38,2,"3.75"
376,312,63,2,"0.8"
377,313,42,2,"2.5"
378,314,47,2,"3"
379,315,34,2,"2.45"
380,316,60,1,"3.75"
381,317,87,1,"3"
382,318,61,1,"4.75"
383,319,59,1,"4.5"
384,320,27,2,"3.5"
385,321,59,1,"4.5"
386,322,55,1,"4"
387,323,58,2,"3.5"
388,324,27,1,"3.5"
389,325,33,1,"3.5"
390,326,26,2,"3"
391,327,29,1,"2.5"
392,328,39,1,"4.25"
393,328,63,2,"0.8"
394,329,55,2,"4"
395,330,22,1,"2"
396,331,57,1,"3.1"
397,332,31,1,"2.2"
398,333,56,2,"2.55"
399,334,60,1,"3.75"
400,335,27,1,"3.5"
401,336,32,2,"3"
402,337,39,2,"4.25"
403,337,63,1,"0.8"
404,338,59,2,"4.5"
405,339,44,1,"2.5"
406,340,56,2,"2.55"
407,341,60,1,"3.75"
408,342,43,1,"3"
409,343,72,1,"2.65"
410,343,87,1,"2.1"
411,344,28,1,"2"
412,345,43,2,"3"
413,346,44,2,"2.5"
414,347,40,2,"3.75"
415,347,64,2,"0.8"
416,348,59,2,"4.5"
417,349,32,2,"3"
418,350,24,2,"3"
419,351,34,2,"2.45"
420,352,42,1,"2.5"
421,352,70,1,"3.25"
422,353,48,1,"2.5"
423,354,53,1,"3"
424,355,23,1,"2.5"
425,356,22,1,"2"
426,357,30,2,"3"
427,358,72,1,"2.65"
428,358,73,1,"3.75"
429,358,87,1,"2.1"
430,359,38,2,"3.75"
431,359,65,2,"0.8"
432,360,24,1,"3"
433,361,33,2,"3.5"
434,362,46,2,"2.5"
435,363,29,2,"2.5"
436,364,40,1,"3.75"
437,364,64,2,"0.8"
438,365,72,1,"2.65"
439,365,87,1,"2.1"
440,366,42,1,"2.5"
441,367,40,2,"3.75"
442,367,63,2,"0.8"
443,368,29,2,"2.5"
444,369,53,2,"3"
445,370,61,2,"4.75"
446,371,42,2,"2.5"
447,372,36,1,"3.75"
448,373,27,1,"3.5"
449,374,39,1,"4.25"
450,374,63,1,"0.8"
451,375,48,1,"2.5"
452,376,60,1,"3.75"
453,377,48,1,"2.5"
454,378,31,1,"2.2"
455,379,56,1,"2.55"
456,380,54,2,"2.5"
457,381,34,1,"2.45"
458,382,58,2,"3.5"
459,383,40,2,"3.75"
460,383,84,1,"0.8"
461,384,55,1,"4"
462,385,50,2,"2.5"
463,386,40,1,"3.75"
464,386,65,2,"0.8"
465,387,58,1,"3.5"
466,388,22,2,"2"
467,389,23,1,"2.5"
468,390,22,1,"2"
469,391,43,2,"3"
470,392,30,2,"3"
471,393,22,2,"2"
472,394,44,2,"2.5"
473,395,25,2,"2.2"
474,396,47,2,"3"
475,397,40,2,"3.75"
476,397,64,1,"0.8"
477,398,42,2,"2.5"
478,399,40,2,"3.75"
479,399,84,2,"0.8"
480,400,58,2,"3.5"
481,401,38,2,"3.75"
482,401,63,2,"0.8"
483,402,30,1,"3"
484,403,23,1,"2.5"
485,404,38,1,"3.75"
486,404,84,2,"0.8"
487,405,48,1,"2.5"
488,406,40,1,"3.75"
489,406,65,1,"0.8"
490,407,57,1,"3.1"
491,408,53,2,"3"
492,409,36,1,"3.75"
493,410,56,2,"2.55"
494,411,59,1,"4.5"
495,412,23,2,"2.5"
496,413,54,1,"2.5"
497,414,69,1,"3.25"
498,414,72,1,"2.65"
499,414,87,1,"2.1"
500,415,47,1,"3"
501,416,56,2,"2.55"
502,417,37,2,"3"
503,417,63,1,"0.8"
504,418,56,2,"2.55"
505,419,56,2,"2.55"
506,420,40,1,"3.75"
507,420,65,2,"0.8"
508,421,29,2,"2.5"
509,422,58,2,"3.5"
510,423,41,1,"4.25"
511,423,63,1,"0.8"
512,424,36,1,"3.75"
513,425,23,2,"2.5"
514,426,22,2,"2"
515,427,42,1,"2.5"
516,427,78,1,"4.5"
517,428,55,2,"4"
518,429,28,2,"2"
519,429,76,1,"3.5"
520,430,58,2,"3.5"
521,431,31,2,"2.2"
522,432,27,1,"3.5"
523,433,29,2,"2.5"
524,434,26,1,"3"
525,435,26,2,"3"
526,436,51,2,"3"
527,437,24,2,"3"
528,438,59,1,"4.5"
529,439,29,1,"2.5"
530,440,29,1,"2.5"
531,441,42,2,"2.5"
532,442,55,2,"4"
533,443,48,1,"2.5"
534,444,44,2,"2.5"
535,445,58,2,"3.5"
536,446,33,1,"3.5"
537,447,45,2,"3"
538,447,70,1,"3.25"
539,448,22,1,"2"
540,449,40,2,"3.75"
541,449,73,1,"3.75"
542,450,42,2,"2.5"
543,451,57,2,"3.1"
544,452,30,1,"3"
545,453,31,1,"2.2"
546,453,77,1,"3"
547,454,50,2,"2.5"
548,454,77,1,"3"
549,455,53,1,"3"
550,456,28,2,"2"
551,457,46,2,"2.5"
552,457,76,1,"3.5"
553,458,38,2,"3.75"
554,459,58,1,"3.5"
555,460,45,1,"3"
556,461,61,1,"4.75"
557,462,61,1,"4.75"
558,462,75,1,"3.5"
559,463,27,1,"3.5"
560,464,49,1,"3"
561,465,54,2,"2.5"
562,466,32,1,"3"
563,467,27,1,"3.5"
564,467,73,1,"3.75"
565,468,30,2,"3"
566,468,72,1,"3.25"
567,469,51,1,"3"
568,470,28,2,"2"
569,471,38,1,"3.75"
570,472,51,1,"3"
571,473,40,1,"3.75"
572,474,29,1,"2.5"
573,475,37,1,"3"
574,476,43,2,"3"
575,476,77,1,"3"
576,477,51,1,"3"
577,477,69,1,"3.25"
578,478,30,2,"3"
579,479,28,1,"2"
580,480,59,1,"4.5"
581,481,28,2,"2"
582,482,50,1,"2.5"
583,483,54,1,"2.5"
584,484,56,2,"2.55"
585,485,55,2,"4"
586,486,24,2,"3"
587,487,50,2,"2.5"
588,488,36,2,"3.75"
589,489,50,2,"2.5"
590,490,32,1,"3"
591,491,49,2,"3"
592,492,33,1,"3.5"
593,493,44,2,"2.5"
594,494,26,1,"3"
595,495,58,1,"3.5"
596,496,52,2,"2.5"
597,497,38,2,"3.75"
598,498,37,1,"3"
599,498,79,1,"3.75"
600,499,46,2,"2.5"
601,500,30,1,"3"
602,501,44,1,"2.5"
603,502,44,1,"2.5"
604,503,56,2,"2.55"
605,504,53,1,"3"
606,505,48,1,"2.5"
607,505,70,1,"3.25"
608,506,29,2,"2.5"
609,507,60,1,"3.75"
610,508,43,1,"3"
611,509,60,2,"3.75"
612,510,37,1,"3"
613,511,60,1,"3.75"
614,512,33,1,"3.5"
615,513,37,2,"3"
616,514,45,2,"3"
617,515,48,1,"2.5"
618,515,78,1,"4.5"
619,516,37,1,"3"
620,517,57,2,"3.1"
621,518,36,1,"3.75"
622,519,57,2,"3.1"
623,520,43,1,"3"
624,521,49,1,"3"
625,522,57,2,"3.1"
626,522,72,1,"3.25"
627,523,29,1,"2.5"
628,524,44,2,"2.5"
629,525,40,2,"3.75"
630,526,39,1,"4.25"
631,527,29,2,"2.5"
632,528,37,1,"3"
633,529,40,2,"3.75"
634,530,57,2,"3.1"
635,531,31,1,"2.2"
636,532,38,2,"3.75"
637,532,78,1,"4.5"
638,533,43,1,"3"
639,534,50,2,"2.5"
640,535,24,1,"3"
641,536,23,1,"2.5"
642,537,40,1,"3.75"
643,538,60,2,"3.75"
644,539,50,2,"2.5"
645,540,43,2,"3"
646,541,34,2,"2.45"
647,542,38,1,"3.75"
648,543,55,1,"4"
649,544,59,1,"4.5"
650,545,40,1,"3.75"
651,546,45,2,"3"
652,547,43,2,"3"
653,548,53,1,"3"
654,549,32,2,"3"
655,550,44,2,"2.5"
656,551,40,1,"3.75"
657,552,34,2,"2.45"
658,553,42,1,"2.5"
659,554,36,1,"3.75"
660,555,58,2,"3.5"
661,556,55,1,"4"
662,557,36,2,"3.75"
663,558,36,2,"3.75"
664,559,58,2,"3.5"
665,560,41,1,"4.25"
666,561,55,1,"4"
667,562,47,1,"3"
668,563,52,2,"2.5"
669,564,31,2,"2.2"
670,565,32,1,"3"
671,566,33,2,"3.5"
672,567,53,1,"3"
673,568,45,1,"3"
674,569,28,1,"2"
675,570,24,2,"3"
676,571,53,2,"3"
677,572,30,1,"3"
678,573,45,2,"3"
679,573,71,1,"3.75"
680,574,29,1,"2.5"
681,575,36,2,"3.75"
682,576,55,2,"4"
683,577,43,2,"3"
684,578,28,1,"2"
685,579,43,1,"3"
686,580,50,1,"2.5"
687,581,49,2,"3"
688,581,79,1,"3.75"
689,582,31,2,"2.2"
690,582,73,1,"3.75"
691,583,26,1,"3"
692,584,34,2,"2.45"
693,585,37,1,"3"
694,585,76,1,"3.5"
695,586,53,2,"3"
696,587,40,1,"3.75"
697,588,28,2,"2"
698,589,30,1,"3"
699,590,32,2,"3"
700,591,50,1,"2.5"
701,592,28,2,"2"
702,593,31,2,"2.2"
703,594,45,2,"3"
704,595,34,1,"2.45"
705,596,41,2,"4.25"
706,597,53,2,"3"
707,598,24,2,"3"
708,599,41,1,"4.25"
709,600,48,2,"2.5"
710,601,37,2,"3"
711,601,75,1,"3.5"
712,602,44,2,"2.5"
713,603,61,1,"4.75"
714,604,36,1,"3.75"
715,605,36,1,"3.75"
716,606,55,2,"4"
717,606,69,1,"3.25"
718,607,31,1,"2.2"
719,608,25,1,"2.2"
720,609,53,2,"3"
721,610,31,1,"2.2"
722,611,41,1,"4.25"
723,612,24,1,"3"
724,613,24,2,"3"
725,614,54,2,"2.5"
726,615,32,2,"3"
727,616,60,1,"3.75"
728,617,45,2,"3"
729,618,22,1,"2"
730,619,33,1,"3.5"
731,620,33,2,"3.5"
732,621,55,2,"4"
733,622,43,2,"3"
734,623,30,1,"3"
735,624,59,2,"4.5"
736,625,32,1,"3"
737,626,54,1,"2.5"
738,627,29,1,"2.5"
739,628,23,1,"2.5"
740,629,35,1,"3.1"
741,630,24,1,"3"
742,631,38,2,"3.75"
743,632,61,1,"4.75"
744,633,32,2,"3"
745,634,59,2,"4.5"
746,635,23,2,"2.5"
747,636,54,2,"2.5"
748,637,46,2,"2.5"
749,638,24,2,"3"
750,639,46,2,"2.5"
751,639,76,1,"3.5"
752,640,54,1,"2.5"
753,641,56,1,"2.55"
754,642,58,2,"3.5"
755,643,55,2,"4"
756,644,60,1,"3.75"
757,645,48,2,"2.5"
758,646,49,2,"3"
759,647,30,1,"3"
760,648,46,1,"2.5"
761,649,58,1,"3.5"
762,649,72,1,"3.25"
763,650,50,1,"2.5"
764,651,50,2,"2.5"
765,652,28,2,"2"
766,653,26,2,"3"
767,654,35,2,"3.1"
768,655,56,1,"2.55"
769,656,42,1,"2.5"
770,657,24,2,"3"
771,658,57,1,"3.1"
772,659,38,1,"3.75"
773,660,47,2,"3"
774,661,52,2,"2.5"
775,662,60,1,"3.75"
776,663,45,2,"3"
777,664,27,1,"3.5"
778,664,73,1,"3.75"
779,665,42,1,"2.5"
780,666,50,2,"2.5"
781,667,27,1,"3.5"
782,668,59,2,"4.5"
783,668,76,1,"3.5"
784,669,44,1,"2.5"
785,670,33,1,"3.5"
786,671,30,2,"3"
787,672,56,1,"2.55"
788,672,73,1,"3.75"
789,673,50,1,"2.5"
790,674,42,1,"2.5"
791,675,51,2,"3"
792,676,45,1,"3"
793,677,33,2,"3.5"
794,678,34,1,"2.45"
795,679,56,2,"2.55"
796,680,27,2,"3.5"
797,681,24,2,"3"
798,682,45,1,"3"
799,683,38,2,"3.75"
800,684,34,1,"2.45"
801,685,44,1,"2.5"
802,686,44,1,"2.5"
803,687,33,1,"3.5"
804,688,25,2,"2.2"
805,689,29,1,"2.5"
806,690,34,2,"2.45"
807,690,74,1,"3.5"
808,691,48,1,"2.5"
809,691,79,1,"3.75"
810,692,58,1,"3.5"
811,693,47,1,"3"
812,694,48,1,"2.5"
813,695,57,2,"3.1"
814,696,54,2,"2.5"
815,697,57,1,"3.1"
816,698,37,2,"3"
817,699,55,1,"4"
818,699,69,1,"3.25"
819,700,49,2,"3"
820,701,40,1,"3.75"
821,702,37,2,"3"
822,703,53,1,"3"
823,704,24,1,"3"
824,705,29,1,"2.5"
825,706,51,2,"3"
826,707,38,1,"3.75"
827,708,51,2,"3"
828,709,30,2,"3"
829,710,61,2,"4.75"
830,710,76,1,"3.5"
831,711,60,1,"3.75"
832,711,76,1,"3.5"
833,712,30,2,"3"
834,713,23,1,"2.5"
835,714,39,2,"4.25"
836,715,26,2,"3"
837,716,27,2,"3.5"
838,717,54,1,"2.5"
839,718,53,2,"3"
840,719,25,2,"2.2"
841,719,71,1,"3.75"
842,720,38,2,"3.75"
843,721,43,1,"3"
844,722,28,2,"2"
845,722,77,1,"3"
846,723,33,2,"3.5"
847,724,40,2,"3.75"
848,725,35,1,"3.1"
849,726,22,1,"2"
850,727,32,1,"3"
851,728,24,2,"3"
852,729,39,1,"4.25"
853,730,35,1,"3.1"
854,730,74,1,"3.5"
855,731,23,1,"2.5"
856,732,34,2,"2.45"
857,733,38,2,"3.75"
858,734,26,1,"3"
859,735,33,2,"3.5"
860,736,28,2,"2"
861,737,51,2,"3"
862,738,31,2,"2.2"
863,739,32,2,"3"
864,740,29,2,"2.5"
865,741,41,1,"4.25"
866,742,44,1,"2.5"
867,743,57,1,"3.1"
868,744,30,1,"3"
869,745,33,2,"3.5"
870,745,74,1,"3.5"
871,746,30,2,"3"
872,747,29,2,"2.5"
873,748,45,1,"3"
874,749,53,1,"3"
875,750,28,2,"2"
876,751,27,2,"3.5"
877,751,72,1,"3.25"
878,752,54,1,"2.5"
879,753,25,1,"2.2"
880,754,44,1,"2.5"
881,754,70,1,"3.25"
882,755,52,1,"2.5"
883,756,33,2,"3.5"
884,757,28,1,"2"
885,757,73,1,"3.75"
886,758,57,1,"3.1"
887,759,38,1,"3.75"
888,760,27,2,"3.5"
889,760,69,1,"3.25"
890,761,44,2,"2.5"
891,762,22,1,"2"
892,763,51,2,"3"
893,764,46,2,"2.5"
894,765,30,2,"3"
895,766,26,2,"3"
896,767,22,1,"2"
897,768,34,2,"2.45"
898,769,46,2,"2.5"
899,770,43,1,"3"
900,771,41,1,"4.25"
901,772,26,2,"3"
902,773,34,1,"2.45"
903,774,25,2,"2.2"
904,775,35,1,"3.1"
905,775,77,1,"3"
906,776,33,1,"3.5"
907,777,30,2,"3"
908,778,59,1,"4.5"
909,779,31,2,"2.2"
910,780,36,2,"3.75"
911,781,27,1,"3.5"
912,782,59,1,"4.5"
913,783,40,1,"3.75"
914,783,79,1,"3.75"
915,784,38,1,"3.75"
916,785,27,1,"3.5"
917,786,30,1,"3"
918,787,40,2,"3.75"
919,787,75,1,"3.5"
920,788,59,1,"4.5"
921,789,37,2,"3"
922,789,76,1,"3.5"
923,790,46,2,"2.5"
924,791,40,1,"3.75"
925,792,25,2,"2.2"
926,793,52,1,"2.5"
927,793,71,1,"3.75"
928,794,27,1,"3.5"
929,794,72,1,"3.25"
930,795,36,1,"3.75"
931,796,51,2,"3"
932,796,70,1,"3.25"
933,797,23,1,"2.5"
934,798,49,1,"3"
935,799,33,2,"3.5"
936,800,55,2,"4"
937,801,50,2,"2.5"
938,802,38,2,"3.75"
939,803,22,2,"2"
940,804,39,1,"4.25"
941,805,47,2,"3"
942,806,52,1,"2.5"
943,807,44,2,"2.5"
944,808,38,2,"3.75"
945,809,61,2,"4.75"
946,809,78,1,"4.5"
947,810,50,2,"2.5"
948,811,22,2,"2"
949,812,32,2,"3"
950,813,56,1,"2.55"
951,813,79,1,"3.75"
952,814,60,1,"3.75"
953,815,26,1,"3"
954,815,78,1,"4.5"
955,816,50,2,"2.5"
956,816,71,1,"3.75"
957,817,41,1,"4.25"
958,818,32,2,"3"
959,819,26,1,"3"
960,820,37,2,"3"
961,821,26,2,"3"
962,822,48,2,"2.5"
963,823,26,2,"3"
964,824,45,2,"3"
965,825,51,2,"3"
966,826,59,1,"4.5"
967,827,37,1,"3"
968,828,47,1,"3"
969,829,31,2,"2.2"
970,830,51,2,"3"
971,831,44,2,"2.5"
972,832,23,1,"2.5"
973,833,22,2,"2"
974,834,61,1,"4.75"
975,835,48,1,"2.5"
976,836,61,1,"4.75"
977,836,70,1,"3.25"
978,837,43,2,"3"
979,837,69,1,"3.25"
980,838,57,1,"3.1"
981,839,31,2,"2.2"
982,840,31,2,"2.2"
983,841,37,2,"3"
984,842,29,2,"2.5"
985,843,44,1,"2.5"
986,844,40,1,"3.75"
987,845,32,1,"3"
988,846,25,2,"2.2"
989,847,27,2,"3.5"
990,848,54,1,"2.5"
991,849,51,1,"3"
992,850,56,1,"2.55"
993,851,22,2,"2"
994,852,36,2,"3.75"
995,853,33,1,"3.5"
996,854,36,2,"3.75"
997,855,36,1,"3.75"
998,856,39,2,"4.25"
999,856,75,1,"3.5"
1000,857,39,1,"4.25"
1001,857,72,1,"3.25"
1002,858,57,1,"3.1"
1003,858,78,1,"4.5"
1004,859,50,1,"2.5"
1005,860,50,2,"2.5"
1006,861,42,1,"2.5"
1007,862,26,1,"3"
1008,863,54,1,"2.5"
1009,864,29,1,"2.5"
1010,865,60,2,"3.75"
1011,865,77,1,"3"
1012,866,35,1,"3.1"
1013,867,24,2,"3"
1014,868,29,1,"2.5"
1015,869,36,1,"3.75"
1016,870,49,1,"3"
1017,870,77,1,"3"
1018,871,52,1,"2.5"
1019,871,70,1,"3.25"
1020,872,26,2,"3"
1021,873,34,2,"2.45"
1022,874,44,1,"2.5"
1023,875,44,1,"2.5"
1024,876,45,1,"3"
1025,876,79,1,"3.75"
1026,877,29,2,"2.5"
1027,878,25,1,"2.2"
1028,879,59,1,"4.5"
1029,880,52,2,"2.5"
1030,881,51,2,"3"
1031,882,35,1,"3.1"
1032,883,26,2,"3"
1033,884,22,1,"2"
1034,885,42,2,"2.5"
1035,886,54,2,"2.5"
1036,887,60,2,"3.75"
1037,888,48,1,"2.5"
1038,889,35,2,"3.1"
1039,890,22,2,"2"
