"transaction_id","transaction_date","transaction_time","sales_outlet_id","staff_id","customer_id"
45,"2019-04-27","09:54:48",8,45,0
46,"2019-04-27","10:19:42",8,15,0
47,"2019-04-27","09:03:20",8,15,0
48,"2019-04-27","09:12:01",8,15,0
49,"2019-04-27","09:19:00",8,42,0
50,"2019-04-27","09:52:53",8,45,8381
51,"2019-04-27","10:17:25",8,42,8410
52,"2019-04-27","09:13:39",8,42,0
53,"2019-04-27","08:53:49",8,45,8480
54,"2019-04-27","08:09:19",8,15,0
55,"2019-04-27","09:45:44",8,42,0
56,"2019-04-27","09:31:31",8,42,0
57,"2019-04-27","10:51:09",8,15,0
58,"2019-04-27","10:15:07",8,15,8041
59,"2019-04-27","08:09:35",8,45,0
60,"2019-04-27","10:46:07",8,15,0
61,"2019-04-27","09:28:22",8,15,0
62,"2019-04-27","09:00:19",8,15,0
63,"2019-04-27","10:38:46",8,45,0
64,"2019-04-27","09:47:14",8,45,0
65,"2019-04-27","09:30:50",8,15,0
66,"2019-04-27","10:47:35",8,42,8157
67,"2019-04-27","08:46:58",8,45,0
68,"2019-04-27","09:24:32",8,45,8491
69,"2019-04-27","09:04:51",8,45,8192
70,"2019-04-27","10:07:17",8,15,8390
71,"2019-04-27","08:12:44",8,45,8055
72,"2019-04-27","10:53:25",8,42,8253
73,"2019-04-27","09:14:21",8,15,0
74,"2019-04-27","10:56:52",8,15,0
75,"2019-04-27","09:39:47",8,42,0
76,"2019-04-27","08:13:48",8,15,0
77,"2019-04-27","09:05:14",8,42,0
78,"2019-04-27","10:43:36",8,15,0
79,"2019-04-27","09:06:52",8,45,8436
80,"2019-04-27","10:22:30",8,15,0
81,"2019-04-27","08:05:43",8,15,0
82,"2019-04-27","08:30:53",8,42,8448
83,"2019-04-27","10:45:03",8,45,8250
84,"2019-04-27","09:02:08",8,42,0
85,"2019-04-27","09:38:44",8,42,0
86,"2019-04-27","08:01:09",8,15,0
87,"2019-04-27","09:59:40",8,42,0
88,"2019-04-27","10:39:25",8,15,8407
89,"2019-04-27","10:49:38",8,15,8226
90,"2019-04-27","08:10:47",8,45,0
91,"2019-04-27","10:49:53",8,45,0
92,"2019-04-27","10:59:33",8,42,0
93,"2019-04-27","10:46:25",8,42,0
94,"2019-04-27","09:40:57",8,45,0
95,"2019-04-27","09:48:33",8,15,0
96,"2019-04-27","09:06:33",8,45,8215
97,"2019-04-27","09:13:55",8,45,8275
98,"2019-04-27","10:31:40",8,15,0
99,"2019-04-27","08:25:52",8,42,0
100,"2019-04-27","08:08:59",8,42,0
101,"2019-04-27","09:52:59",8,42,0
102,"2019-04-27","09:24:45",8,15,0
103,"2019-04-27","09:44:43",8,45,0
104,"2019-04-27","09:02:17",8,42,8096
105,"2019-04-27","10:37:46",8,15,0
106,"2019-04-27","10:52:13",8,15,0
107,"2019-04-27","09:49:13",8,42,0
108,"2019-04-27","10:29:15",8,15,8164
109,"2019-04-27","10:52:45",8,15,0
110,"2019-04-27","10:09:55",8,45,0
111,"2019-04-27","08:04:02",8,45,8445
112,"2019-04-27","09:15:30",8,42,8271
113,"2019-04-27","08:59:34",8,42,0
114,"2019-04-27","10:04:25",8,45,0
115,"2019-04-27","08:25:01",8,15,0
116,"2019-04-27","08:47:43",8,15,0
117,"2019-04-27","09:06:24",8,45,0
118,"2019-04-27","09:49:35",8,45,0
119,"2019-04-27","08:54:18",8,42,0
120,"2019-04-27","09:54:08",8,45,0
121,"2019-04-27","08:47:38",8,45,0
122,"2019-04-27","08:32:15",8,45,0
123,"2019-04-27","10:31:06",8,45,8026
124,"2019-04-27","08:14:38",8,42,0
125,"2019-04-27","09:04:47",8,15,0
126,"2019-04-27","09:12:13",8,45,0
127,"2019-04-27","09:42:49",8,45,0
128,"2019-04-27","09:39:51",8,45,0
129,"2019-04-27","09:48:14",8,45,0
130,"2019-04-27","10:08:14",8,45,8156
131,"2019-04-27","10:56:32",8,45,0
132,"2019-04-27","08:36:24",8,15,0
133,"2019-04-27","10:08:48",8,15,8393
134,"2019-04-27","10:09:18",8,42,0
135,"2019-04-27","09:55:27",8,15,0
136,"2019-04-27","08:56:27",8,45,0
137,"2019-04-27","08:52:34",8,42,0
138,"2019-04-27","10:46:36",8,15,0
139,"2019-04-27","08:56:34",8,15,8477
140,"2019-04-27","08:14:24",8,15,0
141,"2019-04-27","09:29:29",8,15,0
142,"2019-04-27","09:08:09",8,45,8266
143,"2019-04-27","08:07:59",8,42,0
144,"2019-04-27","10:31:22",8,15,0
145,"2019-04-27","09:55:48",8,42,0
146,"2019-04-27","10:44:07",8,42,0
147,"2019-04-27","08:19:53",8,15,8115
148,"2019-04-27","09:22:57",8,45,0
149,"2019-04-27","09:05:51",8,45,0
150,"2019-04-27","08:12:51",8,45,0
151,"2019-04-27","09:23:03",8,45,8400
152,"2019-04-27","10:16:48",8,15,0
153,"2019-04-27","08:52:23",8,45,8151
154,"2019-04-27","08:14:06",8,15,0
155,"2019-04-27","10:36:08",8,45,0
156,"2019-04-27","10:13:36",8,42,0
157,"2019-04-27","09:05:40",8,42,8399
158,"2019-04-27","10:18:32",8,15,0
159,"2019-04-27","10:40:36",8,15,8110
160,"2019-04-27","08:51:25",8,15,0
161,"2019-04-27","08:14:29",8,15,0
162,"2019-04-27","09:54:22",8,42,8160
163,"2019-04-27","10:50:14",8,15,8095
164,"2019-04-27","09:36:14",8,15,0
165,"2019-04-27","10:53:56",8,45,8296
166,"2019-04-27","08:56:09",8,45,8279
167,"2019-04-27","08:08:36",8,15,0
168,"2019-04-27","09:33:38",8,45,8388
169,"2019-04-27","10:58:42",8,42,0
170,"2019-04-27","09:13:24",8,15,0
171,"2019-04-27","09:18:14",8,45,0
172,"2019-04-27","10:35:03",8,45,8091
173,"2019-04-27","09:44:41",8,15,0
174,"2019-04-27","10:36:57",8,45,8381
175,"2019-04-27","09:35:23",8,45,0
176,"2019-04-27","10:51:59",8,42,0
177,"2019-04-27","10:18:59",8,42,0
178,"2019-04-27","08:53:50",8,42,8407
179,"2019-04-27","08:03:38",8,45,0
180,"2019-04-27","09:59:28",8,42,0
181,"2019-04-27","08:27:35",8,45,0
182,"2019-04-27","10:23:35",8,42,0
183,"2019-04-27","09:37:28",8,42,0
184,"2019-04-27","10:12:46",8,42,0
185,"2019-04-27","10:00:45",8,45,0
186,"2019-04-27","09:50:16",8,15,8077
187,"2019-04-27","09:06:41",8,45,0
188,"2019-04-27","10:01:24",8,42,0
189,"2019-04-27","08:05:01",8,42,8249
190,"2019-04-27","10:54:25",8,15,0
191,"2019-04-27","10:02:19",8,45,0
192,"2019-04-27","08:30:41",8,45,8357
193,"2019-04-27","08:52:52",8,42,8006
194,"2019-04-27","10:47:09",8,42,0
195,"2019-04-27","09:18:31",8,42,0
196,"2019-04-27","08:41:05",8,42,8055
197,"2019-04-27","08:00:43",8,45,8260
198,"2019-04-27","08:49:20",8,15,0
199,"2019-04-27","08:40:21",8,15,0
200,"2019-04-27","08:20:14",8,45,0
201,"2019-04-27","09:55:26",8,42,0
202,"2019-04-27","10:59:29",8,45,0
203,"2019-04-27","10:58:19",8,42,0
204,"2019-04-27","08:27:52",8,45,0
205,"2019-04-27","09:32:51",8,45,8056
206,"2019-04-27","10:15:41",8,45,8371
207,"2019-04-27","09:48:13",8,15,0
208,"2019-04-27","10:16:36",8,45,0
209,"2019-04-27","10:39:00",8,42,5945
210,"2019-04-27","08:25:30",8,45,0
211,"2019-04-27","08:23:58",8,42,0
212,"2019-04-27","09:52:59",8,45,0
213,"2019-04-27","10:07:56",8,42,0
214,"2019-04-27","08:32:08",8,45,0
215,"2019-04-27","09:28:28",8,45,0
216,"2019-04-27","08:13:51",8,42,0
217,"2019-04-27","08:39:35",8,45,0
218,"2019-04-27","10:12:45",8,15,8027
219,"2019-04-27","08:08:33",8,42,0
220,"2019-04-27","08:34:25",8,15,8166
221,"2019-04-27","09:13:44",8,42,0
222,"2019-04-27","09:32:03",8,45,0
223,"2019-04-27","10:08:48",8,45,0
224,"2019-04-27","10:46:58",8,15,0
225,"2019-04-27","09:07:36",8,45,0
226,"2019-04-27","10:00:12",8,42,0
227,"2019-04-27","09:17:24",8,15,8460
228,"2019-04-27","10:16:39",8,15,0
229,"2019-04-27","09:58:53",8,42,0
230,"2019-04-27","09:01:09",8,42,0
231,"2019-04-27","08:43:36",8,15,0
232,"2019-04-27","09:01:23",8,42,8053
233,"2019-04-27","08:37:40",8,45,0
234,"2019-04-27","09:36:44",8,45,8448
235,"2019-04-27","10:31:53",8,15,8276
236,"2019-04-27","15:54:50",8,44,0
237,"2019-04-27","15:45:08",8,41,0
238,"2019-04-27","16:36:24",8,43,8012
239,"2019-04-27","12:30:10",8,41,0
240,"2019-04-27","13:00:03",8,43,8266
241,"2019-04-27","19:40:42",8,43,0
242,"2019-04-27","12:04:55",8,43,0
243,"2019-04-27","20:19:20",8,41,0
244,"2019-04-27","18:58:47",8,43,0
245,"2019-04-27","15:30:07",8,41,0
246,"2019-04-27","13:21:49",8,43,0
247,"2019-04-27","14:19:37",8,43,0
248,"2019-04-27","13:44:09",8,43,8321
249,"2019-04-27","14:48:33",8,43,0
250,"2019-04-27","15:52:03",8,44,0
251,"2019-04-27","14:15:16",8,43,0
252,"2019-04-27","16:41:58",8,44,0
253,"2019-04-27","17:16:21",8,44,8492
254,"2019-04-27","18:06:08",8,44,0
255,"2019-04-27","18:40:44",8,44,0
256,"2019-04-27","12:28:28",8,44,0
257,"2019-04-27","14:57:41",8,44,8339
258,"2019-04-27","18:08:41",8,44,0
259,"2019-04-27","17:36:48",8,44,8200
260,"2019-04-27","12:21:20",8,44,0
261,"2019-04-27","15:59:15",8,43,0
262,"2019-04-27","14:12:45",8,44,8099
263,"2019-04-27","17:32:51",8,43,0
264,"2019-04-27","17:02:51",8,43,0
265,"2019-04-27","20:49:39",8,44,0
266,"2019-04-27","11:36:52",8,41,8441
267,"2019-04-27","17:40:51",8,43,0
268,"2019-04-27","20:52:07",8,43,0
269,"2019-04-27","15:28:32",8,41,0
270,"2019-04-27","19:45:45",8,43,0
271,"2019-04-27","19:21:30",8,44,0
272,"2019-04-27","11:40:33",8,44,0
273,"2019-04-27","13:48:09",8,41,8442
274,"2019-04-27","16:07:41",8,41,0
275,"2019-04-27","19:00:38",8,41,0
276,"2019-04-27","12:30:47",8,43,0
277,"2019-04-27","20:25:10",8,43,0
278,"2019-04-27","12:21:05",8,43,0
279,"2019-04-27","12:11:35",8,41,0
280,"2019-04-27","12:15:26",8,43,0
281,"2019-04-27","20:57:19",8,44,0
282,"2019-04-27","17:09:43",8,41,0
283,"2019-04-27","15:50:14",8,43,0
284,"2019-04-27","13:05:38",8,41,0
285,"2019-04-27","17:49:39",8,41,0
286,"2019-04-27","16:49:30",8,44,8480
287,"2019-04-27","15:17:45",8,43,8486
288,"2019-04-27","18:38:45",8,43,8455
289,"2019-04-27","20:32:30",8,41,0
290,"2019-04-27","12:30:30",8,43,0
291,"2019-04-27","17:37:27",8,44,0
292,"2019-04-27","15:46:25",8,41,0
293,"2019-04-27","15:30:01",8,44,0
294,"2019-04-27","15:44:03",8,44,0
295,"2019-04-27","16:49:25",8,41,0
296,"2019-04-27","16:39:39",8,44,0
297,"2019-04-27","18:29:57",8,43,0
298,"2019-04-27","15:11:37",8,43,0
299,"2019-04-27","16:51:01",8,44,8259
300,"2019-04-27","19:53:11",8,44,0
301,"2019-04-27","19:50:56",8,44,0
302,"2019-04-27","18:22:22",8,41,8317
303,"2019-04-27","13:05:27",8,41,0
304,"2019-04-27","17:45:23",8,44,0
305,"2019-04-27","20:46:07",8,41,0
306,"2019-04-27","20:33:53",8,41,0
307,"2019-04-27","12:33:48",8,43,0
308,"2019-04-27","18:56:07",8,44,8009
309,"2019-04-27","17:38:52",8,44,8352
310,"2019-04-27","15:24:09",8,41,0
311,"2019-04-27","12:40:32",8,41,0
312,"2019-04-27","15:25:37",8,43,0
313,"2019-04-27","17:11:28",8,44,8497
314,"2019-04-27","19:55:50",8,41,8125
315,"2019-04-27","17:54:10",8,41,0
316,"2019-04-27","17:48:46",8,43,8089
317,"2019-04-27","19:42:50",8,44,8145
318,"2019-04-27","17:21:00",8,44,0
319,"2019-04-27","19:41:55",8,43,8356
320,"2019-04-27","20:53:38",8,41,0
321,"2019-04-27","14:23:27",8,41,0
322,"2019-04-27","15:47:29",8,41,0
323,"2019-04-27","20:35:03",8,41,8464
324,"2019-04-27","20:17:54",8,43,0
325,"2019-04-27","19:26:29",8,43,0
326,"2019-04-27","17:15:40",8,44,8130
327,"2019-04-27","13:17:01",8,41,0
328,"2019-04-27","20:31:44",8,41,8300
329,"2019-04-27","12:38:18",8,43,8008
330,"2019-04-27","12:51:42",8,44,8225
331,"2019-04-27","18:22:09",8,41,0
332,"2019-04-27","18:04:10",8,44,0
333,"2019-04-27","11:36:49",8,43,0
334,"2019-04-27","16:14:49",8,43,0
335,"2019-04-27","16:59:39",8,41,8381
336,"2019-04-27","13:26:42",8,41,8443
337,"2019-04-27","13:37:38",8,43,8253
338,"2019-04-27","13:52:50",8,44,8427
339,"2019-04-27","14:26:27",8,41,0
340,"2019-04-27","13:22:56",8,41,8440
341,"2019-04-27","12:56:14",8,41,0
342,"2019-04-27","13:38:24",8,43,8375
343,"2019-04-27","18:14:29",8,44,8492
344,"2019-04-27","16:00:31",8,41,8313
345,"2019-04-27","16:49:54",8,44,8178
346,"2019-04-27","13:40:18",8,44,0
347,"2019-04-27","15:32:25",8,41,0
348,"2019-04-27","16:55:56",8,44,0
349,"2019-04-27","18:32:07",8,43,8149
350,"2019-04-27","20:17:25",8,43,0
351,"2019-04-27","16:01:19",8,44,0
352,"2019-04-27","11:34:57",8,41,0
353,"2019-04-27","15:44:11",8,43,0
354,"2019-04-27","17:30:35",8,41,0
355,"2019-04-27","13:23:37",8,41,0
356,"2019-04-27","13:30:44",8,43,0
357,"2019-04-27","11:53:05",8,41,0
358,"2019-04-27","19:22:35",8,44,8090
359,"2019-04-27","12:09:18",8,44,8104
360,"2019-04-27","17:06:05",8,41,0
361,"2019-04-27","14:34:25",8,41,0
362,"2019-04-27","12:18:05",8,41,0
363,"2019-04-27","20:23:31",8,43,0
364,"2019-04-27","11:41:17",8,43,8264
365,"2019-04-27","13:33:44",8,44,8454
366,"2019-04-27","18:22:15",8,43,0
367,"2019-04-27","17:55:07",8,41,8267
368,"2019-04-27","11:54:44",8,44,0
369,"2019-04-27","18:54:08",8,43,8177
370,"2019-04-27","15:58:13",8,44,0
371,"2019-04-27","17:44:26",8,43,8372
372,"2019-04-27","16:40:31",8,44,0
373,"2019-04-27","14:56:50",8,41,0
374,"2019-04-27","17:02:10",8,43,0
375,"2019-04-27","20:32:21",8,44,0
376,"2019-04-27","17:09:09",8,41,8261
377,"2019-04-27","19:45:40",8,41,0
378,"2019-04-27","16:25:50",8,43,0
379,"2019-04-27","14:40:11",8,44,0
380,"2019-04-27","13:46:36",8,44,8010
381,"2019-04-27","12:23:54",8,44,8212
382,"2019-04-27","20:21:48",8,41,0
383,"2019-04-27","14:02:35",8,43,0
384,"2019-04-27","20:29:13",8,44,0
385,"2019-04-27","18:23:02",8,41,0
386,"2019-04-27","15:37:43",8,41,0
387,"2019-04-27","16:33:29",8,44,0
388,"2019-04-27","18:41:26",8,44,0
389,"2019-04-27","15:33:58",8,44,0
390,"2019-04-27","13:27:38",8,43,0
391,"2019-04-27","18:47:40",8,43,0
392,"2019-04-27","18:13:48",8,44,0
393,"2019-04-27","12:27:01",8,44,0
394,"2019-04-27","19:45:07",8,44,0
395,"2019-04-27","12:48:51",8,41,8293
396,"2019-04-27","11:35:10",8,43,0
397,"2019-04-27","15:00:51",8,43,0
398,"2019-04-27","12:29:02",8,43,0
399,"2019-04-27","16:43:10",8,43,0
400,"2019-04-27","18:03:15",8,41,0
401,"2019-04-27","17:19:24",8,44,0
402,"2019-04-27","19:43:27",8,44,0
403,"2019-04-27","15:59:04",8,44,0
404,"2019-04-27","18:19:44",8,44,0
405,"2019-04-27","17:47:29",8,43,8153
406,"2019-04-27","17:52:15",8,44,0
407,"2019-04-27","13:47:25",8,44,0
408,"2019-04-27","12:18:11",8,44,0
409,"2019-04-27","14:36:00",8,43,8406
410,"2019-04-27","12:55:27",8,43,0
411,"2019-04-27","12:50:23",8,43,0
412,"2019-04-27","11:41:12",8,43,8140
413,"2019-04-27","19:11:06",8,41,8220
414,"2019-04-27","20:38:50",8,41,0
415,"2019-04-27","14:38:58",8,43,0
416,"2019-04-27","15:37:09",8,43,0
417,"2019-04-27","15:17:05",8,41,0
418,"2019-04-27","20:00:26",8,44,8385
419,"2019-04-27","19:41:43",8,41,8200
420,"2019-04-27","14:13:30",8,43,0
421,"2019-04-27","18:46:48",8,43,0
422,"2019-04-27","13:11:50",8,44,0
423,"2019-04-27","17:49:49",8,41,0
424,"2019-04-27","16:24:51",8,43,8364
425,"2019-04-27","20:09:37",8,44,0
426,"2019-04-28","12:59:15",3,14,3727
427,"2019-04-28","17:51:20",3,14,0
428,"2019-04-28","18:45:41",3,14,3407
429,"2019-04-28","09:51:37",3,14,0
430,"2019-04-28","11:01:07",3,14,0
431,"2019-04-28","15:09:32",3,14,0
432,"2019-04-28","19:38:04",3,14,3617
433,"2019-04-28","16:35:04",3,20,0
434,"2019-04-28","14:15:38",3,14,0
435,"2019-04-28","07:01:05",3,20,3262
436,"2019-04-28","15:04:47",3,14,0
437,"2019-04-28","17:00:26",3,20,0
438,"2019-04-28","17:00:09",3,20,3281
439,"2019-04-28","16:25:27",3,16,0
440,"2019-04-28","18:17:48",3,20,0
441,"2019-04-28","14:47:21",3,20,0
442,"2019-04-28","19:47:42",3,14,3779
443,"2019-04-28","12:35:27",3,20,0
444,"2019-04-28","07:48:39",3,14,3256
445,"2019-04-28","08:23:39",3,14,0
446,"2019-04-28","08:09:47",3,20,0
447,"2019-04-28","09:28:49",3,14,3482
448,"2019-04-28","19:51:34",3,20,3563
449,"2019-04-28","18:13:22",3,16,0
450,"2019-04-28","09:23:08",3,14,3567
451,"2019-04-28","07:05:43",3,16,0
452,"2019-04-28","19:55:30",3,16,0
453,"2019-04-28","07:03:49",3,16,0
454,"2019-04-28","16:32:57",3,14,0
455,"2019-04-28","18:44:30",3,16,0
456,"2019-04-28","07:05:15",3,16,0
457,"2019-04-28","07:20:15",3,14,0
458,"2019-04-28","14:17:21",3,14,0
459,"2019-04-28","07:40:45",3,16,3281
460,"2019-04-28","14:18:25",3,20,0
461,"2019-04-28","14:28:55",3,20,0
462,"2019-04-28","15:33:40",3,14,0
463,"2019-04-28","08:03:51",3,20,3664
464,"2019-04-28","19:56:02",3,14,0
465,"2019-04-28","07:20:08",3,14,3667
466,"2019-04-28","08:44:06",3,20,0
467,"2019-04-28","11:44:56",3,20,0
468,"2019-04-28","18:30:51",3,16,0
469,"2019-04-28","14:36:24",3,20,0
470,"2019-04-28","07:40:18",3,16,0
471,"2019-04-28","08:18:27",3,16,0
472,"2019-04-28","17:14:27",3,20,0
473,"2019-04-28","11:53:47",3,20,0
474,"2019-04-28","12:11:07",3,16,0
475,"2019-04-28","07:26:28",3,20,0
476,"2019-04-28","14:01:10",3,16,0
477,"2019-04-28","14:50:34",3,16,0
478,"2019-04-28","13:23:30",3,20,3546
479,"2019-04-28","18:11:49",3,20,0
480,"2019-04-28","16:57:59",3,20,3597
481,"2019-04-28","11:20:45",3,14,0
482,"2019-04-28","08:48:42",3,14,0
483,"2019-04-28","17:02:34",3,16,0
484,"2019-04-28","16:36:13",3,20,3616
485,"2019-04-28","07:10:33",3,14,0
486,"2019-04-28","09:04:41",3,14,3768
487,"2019-04-28","08:52:19",3,16,0
488,"2019-04-28","16:32:10",3,14,3363
489,"2019-04-28","19:32:02",3,16,3591
490,"2019-04-28","09:13:50",3,14,0
491,"2019-04-28","17:28:57",3,20,3067
492,"2019-04-28","12:35:41",3,14,0
493,"2019-04-28","14:24:00",3,14,0
494,"2019-04-28","13:23:11",3,16,3272
495,"2019-04-28","18:06:34",3,14,0
496,"2019-04-28","11:24:18",3,20,0
497,"2019-04-28","16:01:32",3,20,0
498,"2019-04-28","17:47:52",3,16,0
499,"2019-04-28","18:04:49",3,14,0
500,"2019-04-28","19:08:48",3,16,0
501,"2019-04-28","14:20:14",3,14,0
502,"2019-04-28","07:13:58",3,16,3632
503,"2019-04-28","17:21:19",3,14,0
504,"2019-04-28","16:17:41",3,16,3186
505,"2019-04-28","19:46:14",3,20,0
506,"2019-04-28","19:47:15",3,20,0
507,"2019-04-28","10:50:20",3,16,3092
508,"2019-04-28","15:01:10",3,20,0
509,"2019-04-28","14:09:25",3,20,3377
510,"2019-04-28","11:51:55",3,20,3625
511,"2019-04-28","19:23:10",3,16,0
512,"2019-04-28","09:49:49",3,14,0
513,"2019-04-28","11:26:08",3,16,0
514,"2019-04-28","08:55:05",3,14,0
515,"2019-04-28","13:36:47",3,14,0
516,"2019-04-28","07:12:13",3,14,0
517,"2019-04-28","07:27:27",3,14,0
518,"2019-04-28","08:55:24",3,16,0
519,"2019-04-28","08:14:57",3,14,3119
520,"2019-04-28","16:46:54",3,14,0
521,"2019-04-28","14:27:57",3,14,3596
522,"2019-04-28","08:29:24",3,20,3643
523,"2019-04-28","16:56:42",3,16,3196
524,"2019-04-28","14:58:14",3,14,3558
525,"2019-04-28","13:07:58",3,20,3204
526,"2019-04-28","10:08:33",3,20,3550
527,"2019-04-28","18:02:57",3,16,0
528,"2019-04-28","13:21:06",3,14,0
529,"2019-04-28","14:04:00",3,14,3163
530,"2019-04-28","19:01:52",3,20,0
531,"2019-04-28","08:56:57",3,16,3007
532,"2019-04-28","17:41:13",3,20,0
533,"2019-04-28","13:29:07",3,16,3340
534,"2019-04-28","15:42:09",3,20,0
535,"2019-04-28","17:19:52",3,20,0
536,"2019-04-28","12:55:24",3,16,3730
537,"2019-04-28","09:26:16",3,14,0
538,"2019-04-28","11:31:27",3,14,0
539,"2019-04-28","15:03:38",3,20,0
540,"2019-04-28","07:18:39",3,16,3113
541,"2019-04-28","14:49:02",3,20,0
542,"2019-04-28","07:27:42",3,16,0
543,"2019-04-28","07:50:36",3,16,0
544,"2019-04-28","17:08:28",3,20,0
545,"2019-04-28","18:52:37",3,14,3468
546,"2019-04-28","16:12:25",3,14,0
547,"2019-04-28","07:48:38",3,20,3438
548,"2019-04-28","13:47:59",3,14,3444
549,"2019-04-28","16:55:23",3,20,0
550,"2019-04-28","08:42:03",3,20,3329
551,"2019-04-28","14:51:59",3,14,0
552,"2019-04-28","08:24:47",3,14,3288
553,"2019-04-28","07:09:29",3,16,3676
554,"2019-04-28","17:52:13",3,20,0
555,"2019-04-28","17:45:52",3,14,0
556,"2019-04-28","08:48:08",3,14,3661
557,"2019-04-28","10:42:26",3,14,0
558,"2019-04-28","19:18:12",3,20,0
559,"2019-04-28","15:27:30",3,16,3770
560,"2019-04-28","11:16:54",3,14,0
561,"2019-04-28","18:38:09",3,20,0
562,"2019-04-28","10:13:30",3,14,0
563,"2019-04-28","17:48:00",3,16,0
564,"2019-04-28","09:30:30",3,20,0
565,"2019-04-28","16:53:10",3,14,0
566,"2019-04-28","12:58:03",3,16,0
567,"2019-04-28","15:23:42",3,14,0
568,"2019-04-28","13:56:44",3,14,3431
569,"2019-04-28","19:17:49",3,16,0
570,"2019-04-28","07:00:19",3,14,0
571,"2019-04-28","11:55:44",3,20,3598
572,"2019-04-28","07:08:29",3,14,0
573,"2019-04-28","19:12:19",3,20,0
574,"2019-04-28","17:05:11",3,16,0
575,"2019-04-28","15:13:46",3,16,0
576,"2019-04-28","16:02:48",3,20,0
577,"2019-04-28","09:39:43",3,16,0
578,"2019-04-28","19:10:07",3,14,0
579,"2019-04-28","12:21:44",3,16,0
580,"2019-04-28","11:54:55",3,16,0
581,"2019-04-28","15:16:57",3,16,0
582,"2019-04-28","16:39:30",3,16,3549
583,"2019-04-28","15:27:12",3,20,0
584,"2019-04-28","15:46:49",3,14,3033
585,"2019-04-28","09:47:15",3,20,3313
586,"2019-04-28","08:14:50",3,20,0
587,"2019-04-28","17:54:42",3,20,0
588,"2019-04-28","10:38:33",3,14,0
589,"2019-04-28","09:25:06",3,20,0
590,"2019-04-28","08:48:43",3,20,0
591,"2019-04-28","19:17:08",3,20,0
592,"2019-04-28","13:23:40",3,20,0
593,"2019-04-28","08:46:26",3,14,0
594,"2019-04-28","11:43:50",3,14,0
595,"2019-04-28","16:06:13",3,20,0
596,"2019-04-28","12:57:55",3,16,0
597,"2019-04-28","13:12:40",3,14,0
598,"2019-04-28","10:47:26",3,20,3082
599,"2019-04-28","15:07:32",3,14,0
600,"2019-04-28","10:47:30",3,14,0
601,"2019-04-28","13:35:45",3,20,0
602,"2019-04-28","15:05:37",3,16,0
603,"2019-04-28","14:03:26",3,16,3452
604,"2019-04-28","09:13:12",3,16,3599
605,"2019-04-28","13:28:12",3,14,3497
606,"2019-04-28","15:08:39",3,16,0
607,"2019-04-28","17:13:49",3,14,0
608,"2019-04-28","16:42:32",3,14,3674
609,"2019-04-28","15:21:47",3,14,0
610,"2019-04-28","18:44:15",3,16,0
611,"2019-04-28","19:24:49",3,20,0
612,"2019-04-28","18:55:51",3,16,0
613,"2019-04-28","11:04:06",3,16,3221
614,"2019-04-28","11:13:23",3,14,0
615,"2019-04-28","12:53:09",3,14,3655
616,"2019-04-28","17:31:51",3,14,3280
617,"2019-04-28","16:44:16",3,16,0
618,"2019-04-28","08:53:43",3,14,0
619,"2019-04-28","07:38:23",3,16,3369
620,"2019-04-28","15:38:45",3,14,3773
621,"2019-04-28","16:06:56",3,20,0
622,"2019-04-28","07:07:46",3,20,3734
623,"2019-04-28","11:25:42",3,20,3456
624,"2019-04-28","17:29:25",3,20,0
